Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
107 15th Av E,Aid Response,02/27/2019 12:22:27 PM,47.618615000000005,-122.31273999999999,POINT (-122.31274 47.618615),F190020595
169 12th Av,Aid Response,02/27/2019 12:26:13 PM,47.602996000000005,-122.316782,POINT (-122.316782 47.602996),F190020596
509 3rd Av,Trans to AMR,02/27/2019 12:27:37 PM,47.602114,-122.330809,POINT (-122.330809 47.602114),F190020597
6000 16th Av Sw,Aid Response,02/27/2019 12:31:13 PM,47.54887,-122.35483300000001,POINT (-122.354833 47.54887),F190020599
1702 4th Av S,MVI - Motor Vehicle Incident,02/27/2019 12:35:25 PM,47.588206,-122.329051,POINT (-122.329051 47.588206),F190020602
5801 East Marginal Way S,Aid Response,02/27/2019 12:36:03 PM,47.551196999999995,-122.33584499999999,POINT (-122.335845 47.551197),F190020603
2210 Westlake Av,Aid Response,02/27/2019 12:36:16 PM,47.618127,-122.33841899999999,POINT (-122.338419 47.618127),F190020604
1001 E John St,Aid Response,02/27/2019 12:38:11 PM,47.619917,-122.319526,POINT (-122.319526 47.619917),F190020605
3815 S Othello St,Aid Response,02/27/2019 12:38:28 PM,47.537037,-122.28450600000001,POINT (-122.284506 47.537037),F190020606
3232 CONKLING PL W,Illegal Burn,02/27/2019 12:43:19 PM,47.648692,-122.36920900000001,POINT (-122.369209 47.648692),F190020607
109 29th Av,Aid Response,02/27/2019 12:43:32 PM,47.601807,-122.29493300000001,POINT (-122.294933 47.601807),F190020608
1020 S Cloverdale St,Aid Response,02/27/2019 12:41:47 PM,47.526456,-122.32001100000001,POINT (-122.320011 47.526456),F190020609
11 W Aloha St,Medic Response,02/27/2019 12:45:48 PM,47.627192,-122.35682299999999,POINT (-122.356823 47.627192),F190020611
2512 Western Av,Medic Response,02/27/2019 12:50:15 PM,47.614093,-122.34971100000001,POINT (-122.349711 47.614093),F190020613
4757 12TH AV NE,Aid Response,02/27/2019 12:53:38 PM,47.663446,-122.31525800000001,POINT (-122.315258 47.663446),F190020614
4040 26th Av Sw,Auto Fire Alarm,02/27/2019 12:56:08 PM,47.567175,-122.365445,POINT (-122.365445 47.567175),F190020616
2801 Sw Thistle St,Aid Response,02/27/2019 12:57:53 PM,47.528282,-122.368551,POINT (-122.368551 47.528282),F190020617
1325 6th Av,Medic Response,02/27/2019 12:57:58 PM,47.609402,-122.33286399999999,POINT (-122.332864 47.609402),F190020618
1100 Fairview Av N,Aid Response,02/27/2019 12:58:29 PM,47.628713,-122.33090700000001,POINT (-122.330907 47.628713),F190020619
1201 S Jackson St,Medic Response,02/27/2019 12:58:47 PM,47.599187,-122.317209,POINT (-122.317209 47.599187),F190020620
3802 S Othello St,Aid Response,02/27/2019 12:59:44 PM,47.537034999999996,-122.28468000000001,POINT (-122.28468 47.537035),F190020621
3601 34th Av S,Aid Response,02/27/2019 01:02:29 PM,47.571573,-122.289922,POINT (-122.289922 47.571573),F190020623
851 Poplar Pl S,Aid Response,02/27/2019 01:04:56 PM,47.595147,-122.31231399999999,POINT (-122.312314 47.595147),F190020624
2209 1st Av,Medic Response,02/27/2019 01:09:51 PM,47.612669,-122.34531899999999,POINT (-122.345319 47.612669),F190020626
415 10th Av,Aid Response,02/27/2019 01:10:04 PM,47.605346000000004,-122.31941299999998,POINT (-122.319413 47.605346),F190020627
Wall St / Alaskan Way,Aid Response,02/27/2019 01:15:42 PM,47.612814,-122.35118600000001,POINT (-122.351186 47.612814),F190020630
Yesler Way / 1st Av S,Aid Response,02/27/2019 01:39:00 PM,47.601721999999995,-122.334179,POINT (-122.334179 47.601722),F190020633
12517 33rd Av Ne,Aid Response,02/27/2019 01:42:21 PM,47.719378000000006,-122.29272900000001,POINT (-122.292729 47.719378),F190020634
528 24th Av S,Aid Response,02/27/2019 01:43:10 PM,47.597609999999996,-122.301162,POINT (-122.301162 47.59761),F190020635
900 University St,Aid Response,02/27/2019 01:46:16 PM,47.61055,-122.32931799999999,POINT (-122.329318 47.61055),F190020637
7921 31st Av Sw,Aid Response,02/27/2019 01:49:12 PM,47.531711,-122.372579,POINT (-122.372579 47.531711),F190020638
1000 4th Av,Auto Fire Alarm,02/27/2019 01:49:20 PM,47.606088,-122.33290900000001,POINT (-122.332909 47.606088),F190020639
3867 Rainier Av S,Trans to AMR,02/27/2019 01:54:44 PM,47.569189,-122.290146,POINT (-122.290146 47.569189),F190020640
Midvale Av N / N 96th St,1RED 1 Unit,02/27/2019 01:59:15 PM,47.698529,-122.343319,POINT (-122.343319 47.698529),F190020641
Ne 43rd St / Roosevelt Way Ne,Aid Response,02/27/2019 02:03:28 PM,47.659456,-122.317752,POINT (-122.317752 47.659456),F190020642
2100 Alaskan Way,Medic Response,02/27/2019 02:04:53 PM,47.609994,-122.346301,POINT (-122.346301 47.609994),F190020643
5657 34th Av Sw,Aid Response,02/27/2019 02:06:22 PM,47.550748,-122.37497900000001,POINT (-122.374979 47.550748),F190020644
400 BOREN AV N,Aid Response,02/27/2019 02:10:22 PM,47.622031,-122.335847,POINT (-122.335847 47.622031),F190020645
7921 31st Av Sw,Aid Response,02/27/2019 02:26:10 PM,47.531711,-122.372579,POINT (-122.372579 47.531711),F190020646
500 19th Av E,Medic Response,02/27/2019 02:30:00 PM,47.623213,-122.307305,POINT (-122.307305 47.623213),F190020647
3235 Ne 97th St,Aid Response,02/27/2019 02:31:08 PM,47.699304,-122.292974,POINT (-122.292974 47.699304),F190020648
509 3rd Av,Aid Response,02/27/2019 02:38:13 PM,47.602114,-122.330809,POINT (-122.330809 47.602114),F190020649
1118 5th Av,Auto Fire Alarm,02/27/2019 02:38:01 PM,47.60739,-122.33256399999999,POINT (-122.332564 47.60739),F190020650
6420 California Av Sw,Aid Response,02/27/2019 02:40:01 PM,47.545435999999995,-122.38720900000001,POINT (-122.387209 47.545436),F190020651
10751 2nd Av Nw,Medic Response,02/27/2019 02:41:20 PM,47.707228,-122.35946299999999,POINT (-122.359463 47.707228),F190020652
9543 Greenwood Av N,Automatic Medical Alarm,02/27/2019 02:47:51 PM,47.698223,-122.35538100000001,POINT (-122.355381 47.698223),F190020653
2140 N Northgate Way,Medic Response,02/27/2019 02:49:44 PM,47.708656,-122.3329,POINT (-122.3329 47.708656),F190020654
1001 Nw 87th St,Aid Response,02/27/2019 02:49:59 PM,47.692067,-122.369348,POINT (-122.369348 47.692067),F190020655
3502 W Thurman St,Medic Response,02/27/2019 02:54:41 PM,47.655863000000004,-122.402286,POINT (-122.402286 47.655863),F190020657
1560 N 115th St,Aid Response,02/27/2019 02:54:54 PM,47.712305,-122.339495,POINT (-122.339495 47.712305),F190020658
7542 1st Av Ne,Natural Gas Leak,02/27/2019 02:56:57 PM,47.683615,-122.328301,POINT (-122.328301 47.683615),F190020660
2407 E Ward St,Aid Response,02/27/2019 03:03:57 PM,47.627426,-122.301052,POINT (-122.301052 47.627426),F190020661
5th Av / Olive Way,Aid Response,02/27/2019 03:08:20 PM,47.612665,-122.33739399999999,POINT (-122.337394 47.612665),F190020662
900 Nw 46th St,Aid Response,02/27/2019 03:15:01 PM,47.662196,-122.368614,POINT (-122.368614 47.662196),F190020664
201 S Jackson St,Aid Response,02/27/2019 03:17:25 PM,47.599201,-122.331566,POINT (-122.331566 47.599201),F190020665
7225 Beacon Av S,Aid Response,02/27/2019 03:20:40 PM,47.537592,-122.294428,POINT (-122.294428 47.537592),F190020666
2208 15th Av W,Rescue Elevator,02/27/2019 03:43:24 PM,47.638695,-122.376149,POINT (-122.376149 47.638695),F190020667
8511 15TH AV NE,Auto Fire Alarm,02/27/2019 03:44:11 PM,47.690434,-122.31223,POINT (-122.31223 47.690434),F190020668
1001 4th Av,Aid Response,02/27/2019 03:45:47 PM,47.606088,-122.33290900000001,POINT (-122.332909 47.606088),F190020669
2700 California Av Sw,Aid Response,02/27/2019 03:51:54 PM,47.57931,-122.38662099999999,POINT (-122.386621 47.57931),F190020670
7115 Woodlawn Av Ne,Fire in Building,02/27/2019 03:58:07 PM,47.679901,-122.32456,POINT (-122.32456 47.679901),F190020671
1191 2nd Av,Trans to AMR,02/27/2019 04:03:23 PM,47.606528000000004,-122.336381,POINT (-122.336381 47.606528),F190020673
Ne 75th St / 11th Av Ne,Aid Response,02/27/2019 04:10:33 PM,47.683099,-122.31643400000002,POINT (-122.316434 47.683099),F190020674
Rainier Av S / S Mount Baker Blvd,Aid Response,02/27/2019 04:11:09 PM,47.575873,-122.29624299999999,POINT (-122.296243 47.575873),F190020675
11th Av W / W Mcgraw St,Automatic Fire Alarm False,02/27/2019 04:10:53 PM,47.639596000000004,-122.37155600000001,POINT (-122.371556 47.639596),F190020676
1501 4th Av,Aid Response,02/27/2019 04:13:02 PM,47.610214,-122.33668300000001,POINT (-122.336683 47.610214),F190020677
1635 S King St,Aid Response,02/27/2019 04:19:16 PM,47.598327000000005,-122.31111899999999,POINT (-122.311119 47.598327),F190020678
1610 2nd Av,Auto Fire Alarm,02/27/2019 04:20:11 PM,47.610299,-122.339831,POINT (-122.339831 47.610299),F190020679
6020 27th Av Ne,Aid Response,02/27/2019 04:21:56 PM,47.672323999999996,-122.298529,POINT (-122.298529 47.672324),F190020680
4228 Sw Dawson St,Aid Response,02/27/2019 04:28:43 PM,47.555687,-122.385876,POINT (-122.385876 47.555687),F190020682
1311 12th Av S,Aid Response,02/27/2019 04:31:52 PM,47.591454,-122.31728100000001,POINT (-122.317281 47.591454),F190020683
1400 2nd Av N,1RED 1 Unit,02/27/2019 04:33:13 PM,47.630997,-122.35265600000001,POINT (-122.352656 47.630997),F190020684
1535 Bellevue Av,Aid Response,02/27/2019 04:33:24 PM,47.61448,-122.32681399999998,POINT (-122.326814 47.61448),F190020685
1806 23rd Av,Aid Response,02/27/2019 04:43:12 PM,47.617711,-122.302577,POINT (-122.302577 47.617711),F190020687
4831 35th Av Sw,Auto Fire Alarm,02/27/2019 04:44:12 PM,47.558988,-122.37623400000001,POINT (-122.376234 47.558988),F190020688
3rd Av / Yesler Way,Aid Response,02/27/2019 04:47:04 PM,47.601715999999996,-122.330265,POINT (-122.330265 47.601716),F190020690
1118 5th Av,Aid Response,02/27/2019 04:58:54 PM,47.60739,-122.33256399999999,POINT (-122.332564 47.60739),F190020691
13401 Meridian Av N,Medic Response,02/27/2019 05:04:16 PM,47.725775,-122.334193,POINT (-122.334193 47.725775),F190020693
4011 Sw Henderson St,Automatic Fire Alarm Resd,02/27/2019 05:05:26 PM,47.522704,-122.38337800000001,POINT (-122.383378 47.522704),F190020694
10784 68th Av S,Aid Response,02/27/2019 05:03:52 PM,47.504553,-122.24939599999999,POINT (-122.249396 47.504553),F190020695
2717 Dexter Av N,Trans to AMR,02/27/2019 05:11:50 PM,47.644374,-122.34691299999999,POINT (-122.346913 47.644374),F190020696
2245 Yale Av E,Activated CO Detector,02/27/2019 05:13:21 PM,47.638911,-122.32711,POINT (-122.32711 47.638911),F190020697
N 100th St / Aurora Av N,Medic Response,02/27/2019 05:13:28 PM,47.70143,-122.344651,POINT (-122.344651 47.70143),F190020698
12224 North Park Av N,Natural Gas Odor,02/27/2019 05:17:41 PM,47.717911,-122.349455,POINT (-122.349455 47.717911),F190020699
204 3rd Av S,Medic Response,02/27/2019 05:25:16 PM,47.600843,-122.330271,POINT (-122.330271 47.600843),F190020701
3106 Sw Graham St,Alarm Bell,02/27/2019 05:25:28 PM,47.546857,-122.371901,POINT (-122.371901 47.546857),F190020702
423 Terry Av,Aid Response,02/27/2019 05:32:14 PM,47.604751,-122.322483,POINT (-122.322483 47.604751),F190020703
12702 15th Av Ne,Aid Response,02/27/2019 05:35:14 PM,47.720887,-122.31267199999999,POINT (-122.312672 47.720887),F190020704
6056 M L King Jr Way S,Aid Response,02/27/2019 05:40:41 PM,47.547699,-122.286257,POINT (-122.286257 47.547699),F190020707
825 Eastlake Av E,Medic Response,02/27/2019 05:41:23 PM,47.626215,-122.329199,POINT (-122.329199 47.626215),F190020708
E Pine St / Broadway,Aid Response,02/27/2019 05:45:15 PM,47.615235,-122.320799,POINT (-122.320799 47.615235),F190020709
5021 Colorado Av S,Illegal Burn,02/27/2019 05:46:42 PM,47.557245,-122.336798,POINT (-122.336798 47.557245),F190020710
211 Dexter Av N,Rescue Elevator,02/27/2019 05:49:08 PM,47.619839,-122.34239099999999,POINT (-122.342391 47.619839),F190020711
4755 Fauntleroy Way Sw,Medic Response,02/27/2019 05:59:29 PM,47.560074,-122.38145700000001,POINT (-122.381457 47.560074),F190020713
621 1st Av W,Aid Response,02/27/2019 06:00:11 PM,47.624819,-122.358015,POINT (-122.358015 47.624819),F190020714
1818 15th Av,Aid Response,02/27/2019 06:00:23 PM,47.617781,-122.312754,POINT (-122.312754 47.617781),F190020715
3032 60th Av Sw,Scenes Of Violence 7,02/27/2019 06:04:50 PM,47.577427,-122.409392,POINT (-122.409392 47.577427),F190020717
1st Av / Yesler Way,Aid Response,02/27/2019 06:18:21 PM,47.601721999999995,-122.334179,POINT (-122.334179 47.601722),F190020720
3835 E Mcgraw St,Automatic Medical Alarm,02/27/2019 06:21:39 PM,47.640266,-122.284143,POINT (-122.284143 47.640266),F190020721
4700 Sw Admiral Way,Aid Response,02/27/2019 06:25:19 PM,47.581214,-122.391903,POINT (-122.391903 47.581214),F190020722
116 Stewart St,Rescue Elevator,02/27/2019 06:25:17 PM,47.610387,-122.34119799999999,POINT (-122.341198 47.610387),F190020723
7044 20th Av Ne,Aid Response,02/27/2019 06:29:56 PM,47.679694,-122.30661,POINT (-122.30661 47.679694),F190020724
2nd Av S / S Main St,Aid Response,02/27/2019 06:32:42 PM,47.600041,-122.33157299999999,POINT (-122.331573 47.600041),F190020726
2323 Eastlake Av E,Auto Fire Alarm,02/27/2019 06:34:03 PM,47.639983,-122.325891,POINT (-122.325891 47.639983),F190020727
801 9th Av,Aid Response,02/27/2019 06:35:23 PM,47.606982,-122.32605600000001,POINT (-122.326056 47.606982),F190020728
7125 Fauntleroy Way Sw,Aid Response,02/27/2019 06:35:47 PM,47.539419,-122.39081599999999,POINT (-122.390816 47.539419),F190020729
14100 LINDEN AV N,Trans to AMR,02/27/2019 06:37:32 PM,47.73104,-122.34776399999998,POINT (-122.347764 47.73104),F190020730
2118 Ne Park Rd,Aid Response Yellow,02/27/2019 06:48:47 PM,47.669996999999995,-122.30485700000001,POINT (-122.304857 47.669997),F190020731
1200 University St,Aid Response,02/27/2019 06:55:46 PM,47.611943,-122.32598700000001,POINT (-122.325987 47.611943),F190020732
Ne 126th St / 10th Av Ne,Aid Response,02/27/2019 07:09:09 PM,47.720232,-122.31813000000001,POINT (-122.31813 47.720232),F190020735
1530 Nw 57th St,Aid Response,02/27/2019 07:09:17 PM,47.670171999999994,-122.376604,POINT (-122.376604 47.670172),F190020736
2615 Sw Trenton St,Medic Response,02/27/2019 07:14:25 PM,47.52468,-122.36607099999999,POINT (-122.366071 47.52468),F190020737
415 10th Av,Trans to AMR,02/27/2019 07:22:57 PM,47.605346000000004,-122.31941299999998,POINT (-122.319413 47.605346),F190020739
2121 26th Av S,Trans to AMR,02/27/2019 07:26:47 PM,47.584234,-122.299024,POINT (-122.299024 47.584234),F190020740
5236 California Av Sw,Medic Response,02/27/2019 07:46:50 PM,47.555372,-122.386944,POINT (-122.386944 47.555372),F190020742
11501 15th Av Ne,Aid Response,02/27/2019 07:50:13 PM,47.712167,-122.31243300000001,POINT (-122.312433 47.712167),F190020743
Yesler Way / James St,Aid Response,02/27/2019 07:56:27 PM,47.601721999999995,-122.333899,POINT (-122.333899 47.601722),F190020744
Ne 45th St / 47th Av Ne,1RED 1 Unit,02/27/2019 07:56:49 PM,47.661289000000004,-122.277305,POINT (-122.277305 47.661289),F190020745
1119 Mercer St,Aid Response,02/27/2019 07:57:22 PM,47.6246,-122.33525,POINT (-122.33525 47.6246),F190020746
5510 43rd Av Ne,1RED 1 Unit,02/27/2019 08:04:49 PM,47.66864,-122.282141,POINT (-122.282141 47.66864),F190020747
5000 25th Av Ne,Auto Fire Alarm,02/27/2019 08:22:34 PM,47.665337,-122.30071000000001,POINT (-122.30071 47.665337),F190020749
2500 Ne 54th St,Medic Response,02/27/2019 08:36:31 PM,47.667978000000005,-122.30061599999999,POINT (-122.300616 47.667978),F190020751
119 19th Av,Medic Response,02/27/2019 08:37:11 PM,47.602051,-122.30765900000002,POINT (-122.307659 47.602051),F190020752
2010 S Jackson St,Aid Response,02/27/2019 08:44:09 PM,47.599258,-122.305807,POINT (-122.305807 47.599258),F190020753
4502 Sw Wildwood Pl,Aid Response Yellow,02/27/2019 08:47:22 PM,47.520790000000005,-122.39023200000001,POINT (-122.390232 47.52079),F190020754
818 19th Av,Medic Response,02/27/2019 08:48:11 PM,47.609392,-122.307612,POINT (-122.307612 47.609392),F190020755
509 3rd Av,Aid Response,02/27/2019 08:53:30 PM,47.602114,-122.330809,POINT (-122.330809 47.602114),F190020757
11355 3rd Av Ne,Aid Response,02/27/2019 09:00:52 PM,47.710969,-122.326017,POINT (-122.326017 47.710969),F190020758
4306 Sw Juneau St,Aid Response,02/27/2019 09:08:16 PM,47.550302,-122.38716699999999,POINT (-122.387167 47.550302),F190020759
15th Av Nw / Nw Market St,Aid Response,02/27/2019 09:09:06 PM,47.668667,-122.37621399999999,POINT (-122.376214 47.668667),F190020760
2614 4th Av,Medic Response,02/27/2019 09:13:05 PM,47.617315999999995,-122.347229,POINT (-122.347229 47.617316),F190020761
4524 University Way Ne,Aid Response,02/27/2019 09:17:11 PM,47.661481,-122.31312700000001,POINT (-122.313127 47.661481),F190020762
2403 E Roanoke St,Rubbish Fire,02/27/2019 09:24:49 PM,47.643153000000005,-122.30191699999999,POINT (-122.301917 47.643153),F190020763
2424 Beacon Av S,Aid Response,02/27/2019 09:27:18 PM,47.581701,-122.31444599999999,POINT (-122.314446 47.581701),F190020764
1561 Alaskan Way S,Medic Response,02/27/2019 09:31:27 PM,47.589965,-122.3376,POINT (-122.3376 47.589965),F190020765
6th Av S / S Industrial Way,Illegal Burn,02/27/2019 09:32:09 PM,47.566517,-122.32673,POINT (-122.32673 47.566517),F190020766
5th Av S / S Jackson St,Aid Response,02/27/2019 09:57:04 PM,47.599195,-122.32766699999999,POINT (-122.327667 47.599195),F190020767
1167 Republican St,Rescue Elevator,02/27/2019 10:04:16 PM,47.62312,-122.333818,POINT (-122.333818 47.62312),F190020768
601 5TH AV,Aid Response,02/27/2019 10:15:10 PM,47.603698,-122.329187,POINT (-122.329187 47.603698),F190020769
1100 Broadway,Aid Response,02/27/2019 10:24:54 PM,47.611259000000004,-122.32076,POINT (-122.32076 47.611259),F190020771
655 S Jackson St,Aid Response,02/27/2019 10:28:21 PM,47.599191,-122.324919,POINT (-122.324919 47.599191),F190020772
8606 35th Av Ne,Medic Response,02/27/2019 10:44:20 PM,47.690963,-122.29069399999999,POINT (-122.290694 47.690963),F190020773
819 Virginia St,Aid Response,02/27/2019 10:47:14 PM,47.61585,-122.336428,POINT (-122.336428 47.61585),F190020774
16 S Michigan St,Aid Response,02/27/2019 10:48:24 PM,47.543594,-122.334883,POINT (-122.334883 47.543594),F190020775
10200 1st Av Ne,Aid Response,02/27/2019 10:57:51 PM,47.702577000000005,-122.32851799999999,POINT (-122.328518 47.702577),F190020777
326 9th Av,Aid Response,02/27/2019 11:00:08 PM,47.603593,-122.32295400000001,POINT (-122.322954 47.603593),F190020778
1802 17th Av,Aid Response,02/27/2019 11:00:17 PM,47.61762,-122.31013899999999,POINT (-122.310139 47.61762),F190020779
Ne 45th St / 18th Av Ne,Aid Response,02/27/2019 11:11:06 PM,47.661257,-122.308383,POINT (-122.308383 47.661257),F190020780
819 Virginia St,Medic Response,02/27/2019 11:13:43 PM,47.61585,-122.336428,POINT (-122.336428 47.61585),F190020781
1515 Nw Market St,Aid Response,02/27/2019 11:19:48 PM,47.66867,-122.37698300000001,POINT (-122.376983 47.66867),F190020782
7102 45th Av S,Aid Response,02/27/2019 11:21:42 PM,47.538877,-122.276706,POINT (-122.276706 47.538877),F190020783
5444 Delridge Way Sw,Aid Response,02/27/2019 11:26:53 PM,47.553321000000004,-122.36296899999999,POINT (-122.362969 47.553321),F190020784
8511 15th Av Ne,Aid Response,02/27/2019 11:28:29 PM,47.690434,-122.31223,POINT (-122.31223 47.690434),F190020785
4918 48th Av S,Aid Response,02/27/2019 11:30:20 PM,47.558013,-122.273192,POINT (-122.273192 47.558013),F190020786
517 3rd Av,Medic Response,02/27/2019 11:30:47 PM,47.602171999999996,-122.330863,POINT (-122.330863 47.602172),F190020787
